ID	lon	lat	DOC	POC	discharge	QlagDOC	QlagPOC	FID
1113440	87.525	63.925	137.465672	124.242235	139.79446	2.328788	15.552225	NA
1113441	87.575	63.925	137.699538	124.152817	139.82983	2.130293	15.677013	NA
1119509	64.975	63.875	125.04511	123.934466	145.254874	20.209765	21.320409	NA
1119510	65.025	63.875	125.140112	123.902014	147.551415	22.411303	23.649402	NA
1119511	65.075	63.875	125.291686	123.795888	147.586264	22.294577	23.790375	NA
1119528	65.925	63.875	124.976655	123.281769	148.425476	23.448821	25.143707	NA
1119529	65.975	63.875	124.989257	123.281036	148.400596	23.411339	25.11956	NA
1119959	87.475	63.875	134.781216	124.294412	138.833475	4.052259	14.539063	NA
1119960	87.525	63.875	137.190972	123.978793	139.768171	2.577199	15.789378	NA
1126027	64.875	63.825	125.22958	123.205995	147.478125	22.248545	24.27213	NA
1126028	64.925	63.825	125.201404	123.51864	147.498021	22.296617	23.979381	NA
1126029	64.975	63.825	NA	NA	147.539337	NA	NA	NA
1126048	65.925	63.825	124.681407	122.989672	145.507958	20.826551	22.518286	NA
1126049	65.975	63.825	NA	NA	148.381448	NA	NA	NA
1126478	87.425	63.825	135.419334	124.108076	140.459865	5.040531	16.35179	NA
1126479	87.475	63.825	136.621608	123.847743	139.745502	3.123894	15.897758	NA
1132546	64.825	63.775	125.236785	123.139267	147.417501	22.180716	24.278235	NA
1132547	64.875	63.775	125.246183	123.433672	147.466202	22.220019	24.03253	NA
1132565	65.775	63.775	124.381573	122.860296	146.346941	21.965368	23.486645	NA
1132566	65.825	63.775	125.20781	123.115475	146.237434	21.029624	23.121959	NA
1132567	65.875	63.775	124.888855	122.75896	146.084259	21.195404	23.325299	NA
1132568	65.925	63.775	124.736825	123.30487	144.883783	20.146959	21.578913	NA
1132996	87.325	63.775	NA	NA	141.059982	NA	NA	NA
1132997	87.375	63.775	135.149956	123.877404	139.695999	4.546043	15.818595	NA
1132998	87.425	63.775	135.859748	123.853288	139.721484	3.861736	15.868196	NA
1139065	64.775	63.725	125.382543	123.469505	147.389039	22.006496	23.919534	NA
1139066	64.825	63.725	125.254287	123.19619	147.414893	22.160606	24.218703	NA
1139085	65.775	63.725	124.57323	122.876908	145.240738	20.667508	22.36383	NA
1139516	87.325	63.725	137.120152	124.060044	139.688791	2.568638	15.628746	NA
1145585	64.775	63.675	125.360588	123.478388	147.385539	22.024951	23.907151	NA
1145586	64.825	63.675	NA	NA	144.254043	NA	NA	NA
1145605	65.775	63.675	124.942138	122.986651	145.184555	20.242417	22.197905	NA
1146036	87.325	63.675	134.655037	123.755991	139.661304	5.006268	15.905314	NA
1152042	61.625	63.625	NA	NA	143.154205	NA	NA	NA
1152043	61.675	63.625	NA	NA	143.181465	NA	NA	NA
1152044	61.725	63.625	NA	NA	143.194002	NA	NA	NA
1152045	61.775	63.625	NA	NA	143.207559	NA	NA	NA
1152046	61.825	63.625	NA	NA	143.219176	NA	NA	NA
1152047	61.875	63.625	NA	NA	147.468103	NA	NA	NA
1152048	61.925	63.625	NA	NA	147.484103	NA	NA	NA
1152049	61.975	63.625	NA	NA	147.500038	NA	NA	NA
1152050	62.025	63.625	NA	NA	147.515234	NA	NA	NA
1152051	62.075	63.625	125.464091	123.260716	147.521853	22.057762	24.261137	NA
1152052	62.125	63.625	125.459036	123.301604	147.553335	22.0943	24.251731	NA
1152105	64.775	63.625	NA	NA	147.345839	NA	NA	NA
1152106	64.825	63.625	NA	NA	143.285278	NA	NA	NA
1152107	64.875	63.625	NA	NA	144.506751	NA	NA	NA
1152125	65.775	63.625	125.07882	123.004791	144.336301	19.257481	21.33151	NA
1152556	87.325	63.625	135.476941	123.708347	139.641993	4.165052	15.933647	NA
1158561	61.575	63.575	NA	NA	143.112497	NA	NA	NA
1158562	61.625	63.575	NA	NA	143.143165	NA	NA	NA
1158572	62.125	63.575	NA	NA	147.534763	NA	NA	NA
1158573	62.175	63.575	125.369448	123.335685	147.565755	22.196307	24.23007	NA
1158574	62.225	63.575	125.524633	123.175323	140.155118	14.630485	16.979794	NA
1158625	64.775	63.575	NA	NA	147.335051	NA	NA	NA
1158626	64.825	63.575	NA	NA	144.098588	NA	NA	NA
1158645	65.775	63.575	124.875282	123.01395	143.138667	18.263386	20.124717	NA
1158646	65.825	63.575	124.659032	122.942851	144.184317	19.525285	21.241466	NA
1159076	87.325	63.575	135.596759	123.386751	138.360346	2.763587	14.973595	NA
1159077	87.375	63.575	NA	NA	139.620749	NA	NA	NA
1165080	61.525	63.525	NA	NA	143.072812	NA	NA	NA
1165081	61.575	63.525	NA	NA	143.104251	NA	NA	NA
1165094	62.225	63.525	125.086787	123.036321	147.552352	22.465565	24.51603	NA
1165095	62.275	63.525	NA	NA	140.935648	NA	NA	NA
1165145	64.775	63.525	125.374801	123.842624	147.300794	21.925994	23.458171	NA
1165146	64.825	63.525	125.383596	123.833307	144.113242	18.729646	20.279935	NA
1165162	65.625	63.525	125.16759	123.002459	141.106755	15.939165	18.104296	NA
1165163	65.675	63.525	124.737448	122.855939	143.42243	18.684982	20.566491	NA
1165164	65.725	63.525	124.861094	123.025194	143.038718	18.177623	20.013524	NA
1165165	65.775	63.525	124.921069	122.98119	143.954298	19.03323	20.973108	NA
1165166	65.825	63.525	124.960205	122.883527	144.250826	19.290621	21.3673	NA
1165596	87.325	63.525	135.196854	124.477981	139.604676	4.407822	15.126695	NA
1171599	61.475	63.475	NA	NA	143.007958	NA	NA	NA
1171600	61.525	63.475	NA	NA	143.064223	NA	NA	NA
1171615	62.275	63.475	125.708699	123.136865	147.555352	21.846653	24.418487	NA
1171616	62.325	63.475	125.692741	123.345058	147.565765	21.873024	24.220706	NA
1171617	62.375	63.475	125.133245	123.095861	147.570455	22.43721	24.474595	NA
1171618	62.425	63.475	NA	NA	147.601192	NA	NA	NA
1171619	62.475	63.475	NA	NA	140.981402	NA	NA	NA
1171665	64.775	63.475	125.198325	123.868037	139.026345	13.82802	15.158308	NA
1171679	65.475	63.475	125.127334	122.64255	140.673341	15.546007	18.03079	NA
1171680	65.525	63.475	126.270351	123.017529	138.750539	12.480188	15.73301	NA
1171681	65.575	63.475	126.036003	123.258422	140.643128	14.607125	17.384706	NA
1171682	65.625	63.475	125.16759	123.002459	143.662156	18.494566	20.659698	NA
1172115	87.275	63.475	137.675698	123.956956	139.570148	1.89445	15.613192	NA
1172116	87.325	63.475	134.927533	124.684296	139.586907	4.659374	14.902611	NA
1178119	61.475	63.425	NA	NA	142.934895	NA	NA	NA
1178120	61.525	63.425	NA	NA	142.916038	NA	NA	NA
1178139	62.475	63.425	124.173702	122.943104	147.573095	23.399393	24.62999	NA
1178140	62.525	63.425	124.624898	123.092907	147.591692	22.966794	24.498786	NA
1178141	62.575	63.425	NA	NA	140.998712	NA	NA	NA
1178142	62.625	63.425	125.24147	123.035607	141.685017	16.443548	18.649411	NA
1178183	64.675	63.425	125.651877	124.481617	147.22934	21.577463	22.747723	NA
1178184	64.725	63.425	126.036255	124.968008	147.237425	21.20117	22.269416	NA
1178185	64.775	63.425	124.90379	123.077339	147.261952	22.358162	24.184613	NA
1178199	65.475	63.425	125.349215	122.648243	144.391095	19.04188	21.742852	NA
1178200	65.525	63.425	124.486498	122.801464	144.05783	19.571332	21.256366	NA
1178201	65.575	63.425	NA	NA	144.034185	NA	NA	NA
1178634	87.225	63.425	136.816331	124.025128	139.568804	2.752473	15.543676	NA
1178635	87.275	63.425	137.493657	124.224687	136.958153	-0.535503	12.733466	NA
1184639	61.475	63.375	NA	NA	142.860529	NA	NA	NA
1184640	61.525	63.375	NA	NA	142.903063	NA	NA	NA
1184662	62.625	63.375	125.24147	123.035607	147.580636	22.339166	24.545029	NA
1184663	62.675	63.375	NA	NA	147.587395	NA	NA	NA
1184664	62.725	63.375	NA	NA	147.607299	NA	NA	NA
1184665	62.775	63.375	NA	NA	147.619951	NA	NA	NA
1184666	62.825	63.375	NA	NA	147.627449	NA	NA	NA
1184667	62.875	63.375	NA	NA	147.630896	NA	NA	NA
1184668	62.925	63.375	NA	NA	147.638982	NA	NA	NA
1184669	62.975	63.375	124.608884	122.335853	147.63993	23.031046	25.304077	NA
1184670	63.025	63.375	124.454617	122.346239	147.646835	23.192218	25.300596	NA
1184671	63.075	63.375	NA	NA	147.64204	NA	NA	NA
1184701	64.575	63.375	125.527861	124.031814	147.188052	21.660191	23.156238	NA
1184702	64.625	63.375	125.218352	123.692031	147.208216	21.989864	23.516185	NA
1184703	64.675	63.375	125.564325	124.452062	142.884044	17.31972	18.431983	NA
1184720	65.525	63.375	125.141226	122.911909	143.569075	18.427849	20.657166	NA
1184721	65.575	63.375	125.060785	122.835157	143.649644	18.58886	20.814488	NA
1185154	87.225	63.375	137.332935	124.275061	139.535741	2.202807	15.260681	NA
1185155	87.275	63.375	138.176884	123.670364	139.516128	1.339244	15.845764	NA
1185156	87.325	63.375	137.962848	123.312932	139.542758	1.579909	16.229826	NA
1191157	61.375	63.325	NA	NA	142.704359	NA	NA	NA
1191158	61.425	63.325	NA	NA	142.742908	NA	NA	NA
1191159	61.475	63.325	NA	NA	140.39557	NA	NA	NA
1191160	61.525	63.325	NA	NA	142.849987	NA	NA	NA
1191191	63.075	63.325	125.02756	122.431083	147.665924	22.638363	25.234841	NA
1191220	64.525	63.325	125.442508	124.112641	147.157104	21.714596	23.044463	NA
1191221	64.575	63.325	125.511239	124.008152	147.180415	21.669176	23.172263	NA
1191237	65.375	63.325	NA	NA	141.556531	NA	NA	NA
1191238	65.425	63.325	125.038095	122.775765	143.065734	18.027639	20.289968	NA
1191239	65.475	63.325	125.243895	122.745401	143.442436	18.198542	20.697035	NA
1191240	65.525	63.325	125.550328	122.867739	144.237347	18.68702	21.369609	NA
1191676	87.325	63.325	137.962848	123.312932	135.923409	-2.039439	12.610477	NA
1191677	87.375	63.325	137.103883	123.592976	139.537066	2.433182	15.94409	NA
1191678	87.425	63.325	135.705655	123.562982	139.520069	3.814414	15.957087	NA
1191679	87.475	63.325	134.342559	123.398211	139.509612	5.167052	16.111401	NA
1191680	87.525	63.325	136.701151	123.626249	139.503963	2.802812	15.877714	NA
1197676	61.325	63.275	NA	NA	142.695567	NA	NA	NA
1197677	61.375	63.275	NA	NA	142.648525	NA	NA	NA
1197679	61.475	63.275	NA	NA	142.787054	NA	NA	NA
1197711	63.075	63.275	124.174191	122.414926	139.270346	15.096156	16.85542	NA
1197712	63.125	63.275	124.950847	122.599191	147.716977	22.76613	25.117785	NA
1197713	63.175	63.275	125.23961	122.81245	140.580843	15.341234	17.768393	NA
1197739	64.475	63.275	125.718092	124.292882	147.12717	21.409078	22.834289	NA
1197740	64.525	63.275	125.722952	124.098446	147.149407	21.426455	23.050961	NA
1197755	65.275	63.275	124.967157	122.852732	140.314491	15.347334	17.461759	NA
1197756	65.325	63.275	125.41233	122.836308	142.612319	17.199989	19.77601	NA
1197757	65.375	63.275	125.836808	122.861048	143.049133	17.212325	20.188084	NA
1198200	87.525	63.275	133.158633	124.9177	136.89651	3.737876	11.97881	NA
1198201	87.575	63.275	133.68241	124.597876	139.488657	5.806247	14.89078	NA
1198202	87.625	63.275	135.961682	124.213085	139.477033	3.51535	15.263948	NA
1198203	87.675	63.275	136.769575	123.779835	139.468667	2.699091	15.688831	NA
1204195	61.275	63.225	NA	NA	142.610977	NA	NA	NA
1204196	61.325	63.225	NA	NA	142.644133	NA	NA	NA
1204233	63.175	63.225	125.249911	123.006653	147.726121	22.47621	24.719468	NA
1204234	63.225	63.225	125.112251	123.272744	147.737454	22.625203	24.46471	NA
1204235	63.275	63.225	124.96148	123.139223	147.489638	22.528159	24.350415	NA
1204236	63.325	63.225	124.200695	122.541276	147.523788	23.323093	24.982513	NA
1204237	63.375	63.225	124.186878	122.689524	140.443455	16.256578	17.753931	NA
1204257	64.375	63.225	NA	NA	147.108846	NA	NA	NA
1204258	64.425	63.225	125.519503	124.080548	147.143153	21.62365	23.062604	NA
1204259	64.475	63.225	125.680822	124.284503	139.990175	14.309352	15.705672	NA
1204274	65.225	63.225	124.97393	122.744989	140.497954	15.524025	17.752966	NA
1204275	65.275	63.225	124.955885	122.842712	140.793492	15.837606	17.950779	NA
1204723	87.675	63.225	136.769575	123.779835	139.464279	2.694704	15.684444	NA
1204724	87.725	63.225	136.407771	124.274183	139.433553	3.025782	15.159371	NA
1204725	87.775	63.225	135.13024	123.586529	139.421195	4.290955	15.834666	NA
