ID	lon	lat	DOC	POC	discharge	QlagDOC	QlagPOC	FID_1
767483	67.675	66.575	126.730302	123.592418	146.529987	19.799685	22.93757	NA
767484	67.725	66.575	126.633663	123.364219	146.531891	19.898228	23.167672	NA
767485	67.775	66.575	NA	NA	146.533164	NA	NA	NA
767486	67.825	66.575	126.0631	122.945932	146.538459	20.475359	23.592526	NA
767487	67.875	66.575	124.696425	122.567938	151.687718	26.991293	29.11978	NA
767496	68.325	66.575	126.12424	123.166902	146.570014	20.445774	23.403113	NA
767497	68.375	66.575	126.554421	123.236703	146.571133	20.016712	23.33443	NA
767498	68.425	66.575	127.333911	124.162726	146.574639	19.240728	22.411913	NA
767499	68.475	66.575	127.176691	124.285465	156.338792	29.162101	32.053327	NA
769713	-146.825	66.525	NA	NA	144.066404	NA	NA	NA
769714	-146.775	66.525	NA	NA	136.147675	NA	NA	NA
769715	-146.725	66.525	135.730453	128.416623	135.120415	-0.610038	6.703792	NA
769716	-146.675	66.525	NA	NA	137.334305	NA	NA	NA
769717	-146.625	66.525	135.520995	130.737015	149.730115	14.20912	18.993099	NA
769718	-146.575	66.525	136.663236	133.114626	149.708822	13.045586	16.594197	NA
769719	-146.525	66.525	NA	NA	149.704127	NA	NA	NA
769720	-146.475	66.525	NA	NA	149.699621	NA	NA	NA
769721	-146.425	66.525	NA	NA	149.694664	NA	NA	NA
769722	-146.375	66.525	NA	NA	149.69845	NA	NA	NA
769723	-146.325	66.525	NA	NA	149.690199	NA	NA	NA
769724	-146.275	66.525	NA	NA	128.25169	NA	NA	NA
769745	-145.225	66.525	134.248385	134.4031	148.814504	14.566119	14.411404	NA
769746	-145.175	66.525	135.049899	135.797191	126.214414	-8.835485	-9.582777	NA
773978	66.425	66.525	127.098703	125.91664	154.004588	26.905884	28.087948	NA
773979	66.475	66.525	127.248001	125.492184	146.230082	18.982081	20.737898	NA
774007	67.875	66.525	124.696425	122.567938	146.54049	21.844065	23.972552	NA
774008	67.925	66.525	125.003271	122.494839	146.541929	21.538658	24.04709	NA
774009	67.975	66.525	125.483542	122.873538	146.544331	21.060789	23.670793	NA
774010	68.025	66.525	125.89116	122.974479	146.546116	20.654956	23.571637	NA
774011	68.075	66.525	126.761742	123.80075	146.558281	19.796539	22.757531	NA
774012	68.125	66.525	127.33349	125.230803	146.561897	19.228407	21.331094	NA
774013	68.175	66.525	127.774872	124.709769	146.563463	18.78859	21.853694	NA
774014	68.225	66.525	126.9521	123.533765	146.564576	19.612476	23.030811	NA
774015	68.275	66.525	125.654141	122.908949	146.568515	20.914374	23.659566	NA
774016	68.325	66.525	126.12424	123.166902	157.44359	31.31935	34.276689	NA
776228	-147.075	66.475	136.12496	132.718109	138.413062	2.288102	5.694953	NA
776229	-147.025	66.475	136.642901	132.516653	131.202257	-5.440644	-1.314395	NA
